age,gender,time,type_route,price,difficulty,accompaniment,transport,route
0-18,hombre,1.5,turistica,1,baja,solo,bicicleta,Arbres: La volta al món
18-35,mujer,5.5,literaria,1,baja,amigos,a pie,Contes Blasco Ibañez – Ruta 2
0-18,hombre,5.5,turistica,3,alta,solo,bicicleta,Glorieta-Santa Catalina
18-35,otro,7.5,turistica,2,baja,familia,bicicleta,Arbres monumentals i singulars
+45,hombre,1.5,patrimonio,3,baja,familia,a pie,Sant Agustí - Portal Nou
35-45,hombre,3.5,turistica,1,alta,familia,bicicleta,Trinitat - L'Almodí
18-35,mujer,3.5,patrimonio,1,alta,familia,a pie,Jardins del Reial - Glorieta
35-45,otro,7.5,turistica,3,alta,solo,a pie,Glorieta-Santa Catalina
18-35,hombre,7.5,patrimonio,2,baja,solo,bicicleta,Arbres monumentals i singulars
0-18,hombre,7.5,literaria,1,baja,familia,bicicleta,Contes Blasco Ibañez – Ruta 1
35-45,hombre,7.5,patrimonio,1,alta,solo,a pie,Trinitat - L'Almodí
+45,hombre,1.5,patrimonio,2,baja,familia,a pie,Sant Agustí - Portal Nou
0-18,otro,1.5,patrimonio,2,alta,pareja,a pie,Trinitat - L'Almodí
35-45,hombre,5.5,turistica,3,alta,solo,a pie,Trinitat - L'Almodí
0-18,mujer,7.5,literaria,1,baja,solo,bicicleta,Entre Naranjos
+45,hombre,1.5,literaria,2,alta,pareja,a pie,Trinitat - L'Almodí
18-35,otro,1.5,turistica,1,alta,amigos,a pie,Ruta pel Centre Històric
35-45,hombre,7.5,patrimonio,2,alta,amigos,bicicleta,Trinitat - L'Almodí
0-18,mujer,7.5,patrimonio,2,alta,amigos,bicicleta,Glorieta-Santa Catalina
35-45,mujer,7.5,literaria,1,alta,familia,a pie,Glorieta-Santa Catalina
35-45,hombre,1.5,historica,1,baja,pareja,bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
18-35,hombre,5.5,literaria,1,baja,pareja,a pie,Contes Blasco Ibañez – Ruta 2
+45,hombre,1.5,literaria,3,baja,pareja,bicicleta,Entre Naranjos
18-35,hombre,3.5,turistica,1,baja,familia,a pie,Arbres: Un viatge pel Mediterrani
0-18,mujer,5.5,historica,3,alta,familia,a pie,Trinitat - L'Almodí
0-18,hombre,7.5,patrimonio,3,alta,amigos,bicicleta,Glorieta-Santa Catalina
35-45,mujer,3.5,turistica,1,alta,amigos,bicicleta,Glorieta-Santa Catalina
0-18,hombre,1.5,turistica,3,alta,pareja,bicicleta,Trinitat - L'Almodí
18-35,hombre,7.5,patrimonio,3,alta,solo,bicicleta,Ruta València amb bicicleta
+45,mujer,1.5,turistica,2,alta,familia,a pie,Trinitat - L'Almodí
35-45,mujer,1.5,historica,1,alta,pareja,a pie,Trinitat - L'Almodí
+45,hombre,1.5,patrimonio,2,alta,amigos,bicicleta,Trinitat - L'Almodí
35-45,otro,3.5,turistica,1,alta,amigos,bicicleta,Glorieta-Santa Catalina
0-18,hombre,1.5,literaria,3,baja,amigos,bicicleta,Contes Blasco Ibañez – Ruta 1
0-18,otro,5.5,patrimonio,1,alta,amigos,bicicleta,Glorieta-Santa Catalina
35-45,otro,1.5,literaria,3,alta,pareja,bicicleta,Trinitat - L'Almodí
+45,otro,3.5,patrimonio,2,baja,pareja,a pie,Ruta Carrer Russafa - la Llotja
18-35,otro,5.5,turistica,2,alta,solo,bicicleta,Ruta València amb bicicleta
+45,hombre,5.5,patrimonio,2,baja,solo,a pie,Ruta Carrer Russafa - la Llotja
18-35,otro,5.5,patrimonio,3,baja,solo,a pie,Serrans - Palau de la Generalitat
+45,hombre,7.5,historica,1,alta,solo,a pie,Glorieta-Santa Catalina
0-18,mujer,5.5,historica,2,alta,familia,a pie,Glorieta-Santa Catalina
+45,hombre,5.5,historica,3,baja,pareja,a pie,Ruta dels Pecats a l'entorn del Mercat Central
18-35,hombre,7.5,literaria,3,alta,solo,bicicleta,Ruta València amb bicicleta
18-35,hombre,5.5,turistica,3,baja,amigos,bicicleta,Arbres monumentals i singulars
18-35,otro,1.5,literaria,2,alta,familia,a pie,Ruta pel Centre Històric
18-35,mujer,1.5,turistica,2,baja,pareja,a pie,Arbres: Un passeig per l’Albereda
35-45,otro,1.5,turistica,1,baja,solo,a pie,Arbres: La volta al món
0-18,otro,5.5,literaria,1,baja,solo,a pie,Entre Naranjos
18-35,mujer,5.5,turistica,3,baja,amigos,a pie,Arbres: Un viatge pel Mediterrani
+45,hombre,3.5,patrimonio,2,baja,amigos,bicicleta,Ruta Carrer Russafa - la Llotja
+45,hombre,5.5,historica,1,alta,amigos,bicicleta,Glorieta-Santa Catalina
+45,otro,5.5,historica,2,alta,pareja,bicicleta,Glorieta-Santa Catalina
35-45,hombre,3.5,patrimonio,2,alta,solo,a pie,Trinitat - L'Almodí
35-45,hombre,7.5,historica,3,alta,amigos,a pie,Glorieta-Santa Catalina
+45,otro,3.5,literaria,3,baja,pareja,a pie,Contes Blasco Ibañez – Ruta 1
+45,hombre,3.5,turistica,1,baja,familia,a pie,Arbres: La volta al món
35-45,otro,5.5,patrimonio,2,baja,amigos,a pie,Ruta Carrer Russafa - la Llotja
35-45,otro,1.5,patrimonio,2,alta,amigos,a pie,Glorieta-Santa Catalina
18-35,mujer,7.5,literaria,2,alta,amigos,a pie,Jardins del Reial - Glorieta
0-18,otro,7.5,literaria,2,alta,amigos,bicicleta,Trinitat - L'Almodí
+45,mujer,5.5,literaria,3,baja,familia,bicicleta,Entre Naranjos
+45,otro,7.5,patrimonio,1,alta,pareja,a pie,Glorieta-Santa Catalina
+45,hombre,5.5,historica,1,baja,pareja,bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
35-45,hombre,5.5,historica,1,alta,solo,a pie,Glorieta-Santa Catalina
35-45,hombre,1.5,historica,1,alta,solo,a pie,Glorieta-Santa Catalina
18-35,otro,5.5,literaria,1,alta,familia,a pie,Ruta recinte enmurallat d'època islàmica
+45,hombre,5.5,historica,3,baja,pareja,bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
+45,hombre,1.5,historica,1,alta,pareja,a pie,Glorieta-Santa Catalina
18-35,otro,1.5,historica,2,baja,pareja,bicicleta,Ruta Cultural Anell Ciclista
18-35,mujer,5.5,literaria,3,alta,pareja,a pie,Jardins del Reial - Glorieta
35-45,hombre,3.5,literaria,2,baja,amigos,a pie,Contes Blasco Ibañez – Ruta 1
0-18,mujer,7.5,turistica,1,baja,amigos,bicicleta,Arbres: La volta al món
0-18,mujer,3.5,literaria,3,alta,amigos,bicicleta,Glorieta-Santa Catalina
0-18,otro,5.5,literaria,1,baja,familia,bicicleta,Contes Blasco Ibañez – Ruta 1
35-45,otro,1.5,patrimonio,2,baja,amigos,a pie,Sant Agustí - Portal Nou
+45,mujer,1.5,historica,2,alta,amigos,bicicleta,Trinitat - L'Almodí
0-18,otro,7.5,historica,2,alta,familia,bicicleta,Glorieta-Santa Catalina
0-18,mujer,5.5,turistica,2,baja,solo,bicicleta,Arbres: La volta al món
0-18,mujer,3.5,literaria,1,alta,amigos,a pie,Glorieta-Santa Catalina
35-45,hombre,3.5,turistica,2,alta,familia,bicicleta,Glorieta-Santa Catalina
18-35,mujer,7.5,turistica,1,baja,familia,a pie,Arbres: Un viatge pel Mediterrani
+45,otro,1.5,historica,1,alta,pareja,a pie,Glorieta-Santa Catalina
18-35,mujer,3.5,literaria,2,alta,familia,bicicleta,Ruta València amb bicicleta
18-35,mujer,1.5,historica,3,baja,solo,a pie,Ruta Valencia en la Memòria
35-45,otro,5.5,historica,2,alta,familia,bicicleta,Trinitat - L'Almodí
+45,otro,1.5,turistica,2,baja,pareja,bicicleta,Arbres: La volta al món
18-35,otro,5.5,patrimonio,2,alta,familia,bicicleta,Ruta València amb bicicleta
35-45,hombre,1.5,historica,3,baja,familia,bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
18-35,otro,5.5,turistica,1,alta,familia,bicicleta,Ruta València amb bicicleta
+45,otro,3.5,patrimonio,1,alta,solo,bicicleta,Glorieta-Santa Catalina
0-18,hombre,1.5,historica,1,alta,pareja,a pie,Trinitat - L'Almodí
18-35,otro,3.5,patrimonio,2,baja,solo,bicicleta,Arbres monumentals i singulars
18-35,mujer,7.5,literaria,3,alta,amigos,bicicleta,Ruta València amb bicicleta
18-35,mujer,5.5,turistica,3,alta,solo,bicicleta,Ruta València amb bicicleta
0-18,hombre,7.5,historica,1,alta,solo,bicicleta,Trinitat - L'Almodí
0-18,hombre,5.5,patrimonio,1,alta,solo,bicicleta,Trinitat - L'Almodí
0-18,mujer,3.5,historica,2,baja,amigos,a pie,Ruta dels Pecats a l'entorn del Mercat Central
+45,hombre,3.5,turistica,2,alta,pareja,a pie,Trinitat - L'Almodí
+45,mujer,7.5,turistica,3,alta,amigos,bicicleta,Trinitat - L'Almodí
+45,mujer,3.5,patrimonio,1,alta,amigos,bicicleta,Glorieta-Santa Catalina
0-18,otro,1.5,turistica,1,baja,pareja,a pie,Arbres: La volta al món
35-45,otro,1.5,turistica,2,baja,pareja,bicicleta,Arbres: La volta al món
0-18,hombre,5.5,turistica,2,alta,pareja,bicicleta,Trinitat - L'Almodí
18-35,mujer,3.5,literaria,1,alta,familia,a pie,Sant Agustí – Pont de Fusta
18-35,otro,1.5,turistica,3,baja,pareja,a pie,Arbres: Un passeig per l’Albereda
35-45,otro,3.5,literaria,1,baja,pareja,a pie,Entre Naranjos
0-18,hombre,3.5,patrimonio,1,alta,pareja,a pie,Glorieta-Santa Catalina
+45,hombre,1.5,turistica,1,alta,solo,bicicleta,Glorieta-Santa Catalina
+45,otro,1.5,turistica,3,baja,amigos,bicicleta,Arbres: La volta al món
18-35,mujer,7.5,historica,1,baja,familia,bicicleta,Arbres monumentals i singulars
18-35,otro,1.5,patrimonio,2,alta,pareja,bicicleta,Ruta València amb bicicleta
0-18,hombre,3.5,patrimonio,1,baja,amigos,a pie,Ruta Carrer Russafa - la Llotja
18-35,mujer,1.5,historica,2,alta,amigos,bicicleta,Ruta València amb bicicleta
18-35,hombre,5.5,historica,2,alta,solo,bicicleta,Ruta València amb bicicleta
18-35,hombre,5.5,historica,1,alta,familia,bicicleta,Ruta València amb bicicleta
0-18,mujer,5.5,turistica,2,baja,amigos,a pie,Arbres: La volta al món
0-18,mujer,7.5,historica,1,alta,amigos,a pie,Glorieta-Santa Catalina
+45,mujer,5.5,historica,2,baja,pareja,bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
0-18,hombre,7.5,turistica,3,baja,pareja,a pie,Arbres: La volta al món
0-18,mujer,7.5,historica,1,alta,familia,a pie,Trinitat - L'Almodí
+45,mujer,7.5,turistica,1,alta,solo,bicicleta,Glorieta-Santa Catalina
18-35,hombre,1.5,historica,3,baja,solo,a pie,Ruta Valencia en la Memòria
0-18,mujer,1.5,historica,1,alta,solo,bicicleta,Glorieta-Santa Catalina
0-18,otro,5.5,literaria,1,alta,amigos,a pie,Trinitat - L'Almodí
18-35,hombre,7.5,literaria,2,baja,solo,a pie,Contes Blasco Ibañez – Ruta 2
18-35,hombre,1.5,patrimonio,2,alta,familia,bicicleta,Ruta València amb bicicleta
0-18,mujer,1.5,historica,2,alta,solo,a pie,Trinitat - L'Almodí
18-35,otro,3.5,historica,1,baja,amigos,a pie,Ruta Valencia en la Memòria
+45,hombre,1.5,patrimonio,2,baja,pareja,a pie,Sant Agustí - Portal Nou
0-18,otro,3.5,literaria,3,alta,amigos,bicicleta,Trinitat - L'Almodí
0-18,otro,1.5,historica,3,baja,solo,bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
0-18,mujer,3.5,turistica,1,baja,familia,bicicleta,Arbres: La volta al món
35-45,mujer,5.5,literaria,3,baja,solo,bicicleta,Entre Naranjos
18-35,mujer,1.5,turistica,1,baja,pareja,bicicleta,Ruta Cultural Anell Ciclista
35-45,hombre,1.5,historica,3,alta,amigos,bicicleta,Glorieta-Santa Catalina
+45,otro,7.5,literaria,1,baja,familia,bicicleta,Entre Naranjos
35-45,mujer,3.5,patrimonio,3,alta,amigos,bicicleta,Trinitat - L'Almodí
+45,mujer,3.5,patrimonio,1,baja,amigos,bicicleta,Ruta Carrer Russafa - la Llotja
35-45,mujer,5.5,literaria,3,baja,solo,a pie,Entre Naranjos
18-35,otro,3.5,historica,3,baja,amigos,bicicleta,Arbres monumentals i singulars
35-45,mujer,5.5,turistica,2,alta,pareja,bicicleta,Trinitat - L'Almodí
35-45,hombre,3.5,patrimonio,2,alta,familia,a pie,Trinitat - L'Almodí
0-18,otro,7.5,turistica,3,alta,pareja,bicicleta,Glorieta-Santa Catalina
+45,hombre,3.5,turistica,3,baja,solo,a pie,Arbres: La volta al món
35-45,mujer,7.5,historica,1,baja,pareja,bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
18-35,otro,7.5,historica,2,baja,solo,bicicleta,Arbres monumentals i singulars
+45,otro,7.5,literaria,1,baja,solo,a pie,Entre Naranjos
18-35,otro,3.5,patrimonio,1,baja,amigos,bicicleta,Arbres monumentals i singulars
18-35,otro,5.5,turistica,1,baja,amigos,bicicleta,Arbres monumentals i singulars
35-45,otro,7.5,literaria,1,baja,pareja,bicicleta,Contes Blasco Ibañez – Ruta 1
+45,mujer,7.5,literaria,2,baja,pareja,bicicleta,Entre Naranjos
18-35,mujer,7.5,historica,1,alta,familia,bicicleta,Ruta València amb bicicleta
0-18,hombre,7.5,literaria,2,baja,solo,bicicleta,Contes Blasco Ibañez – Ruta 1
0-18,mujer,5.5,turistica,3,baja,familia,a pie,Arbres: La volta al món
35-45,hombre,1.5,historica,3,alta,pareja,bicicleta,Glorieta-Santa Catalina
18-35,otro,1.5,historica,3,baja,familia,a pie,Ruta Valencia en la Memòria
35-45,mujer,7.5,literaria,1,baja,amigos,a pie,Entre Naranjos
18-35,hombre,5.5,literaria,1,alta,pareja,bicicleta,Ruta València amb bicicleta
0-18,otro,7.5,patrimonio,2,alta,familia,a pie,Glorieta-Santa Catalina
35-45,hombre,3.5,turistica,1,alta,solo,a pie,Glorieta-Santa Catalina
35-45,hombre,7.5,patrimonio,1,alta,pareja,bicicleta,Glorieta-Santa Catalina
0-18,hombre,7.5,turistica,1,baja,amigos,bicicleta,Arbres: La volta al món
+45,mujer,7.5,patrimonio,1,alta,amigos,a pie,Trinitat - L'Almodí
35-45,mujer,3.5,historica,1,baja,solo,a pie,Ruta dels Pecats a l'entorn del Mercat Central
+45,mujer,7.5,literaria,2,baja,amigos,bicicleta,Contes Blasco Ibañez – Ruta 1
18-35,otro,3.5,historica,1,alta,solo,bicicleta,Ruta València amb bicicleta
0-18,otro,5.5,turistica,2,baja,amigos,a pie,Arbres: La volta al món
0-18,otro,1.5,patrimonio,2,alta,familia,a pie,Glorieta-Santa Catalina
18-35,otro,5.5,patrimonio,3,alta,amigos,bicicleta,Ruta València amb bicicleta
+45,otro,1.5,turistica,1,alta,solo,a pie,Glorieta-Santa Catalina
18-35,otro,7.5,historica,1,baja,familia,bicicleta,Arbres monumentals i singulars
+45,mujer,1.5,turistica,3,baja,pareja,bicicleta,Arbres: La volta al món
+45,hombre,5.5,literaria,3,baja,amigos,bicicleta,Contes Blasco Ibañez – Ruta 1
0-18,hombre,1.5,patrimonio,1,alta,amigos,a pie,Glorieta-Santa Catalina
0-18,otro,7.5,turistica,2,baja,familia,a pie,Arbres: La volta al món
35-45,hombre,5.5,patrimonio,1,alta,familia,a pie,Glorieta-Santa Catalina
+45,hombre,1.5,historica,1,baja,solo,bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
+45,mujer,3.5,historica,2,alta,amigos,bicicleta,Glorieta-Santa Catalina
35-45,otro,5.5,patrimonio,2,baja,pareja,a pie,Ruta Carrer Russafa - la Llotja
35-45,otro,5.5,patrimonio,1,baja,pareja,a pie,Ruta Carrer Russafa - la Llotja
18-35,mujer,3.5,literaria,3,baja,amigos,a pie,Contes Blasco Ibañez – Ruta 2
35-45,hombre,5.5,historica,3,alta,solo,bicicleta,Glorieta-Santa Catalina
+45,hombre,3.5,literaria,2,alta,pareja,bicicleta,Glorieta-Santa Catalina
18-35,otro,1.5,historica,3,baja,solo,bicicleta,Ruta Cultural Anell Ciclista
+45,mujer,1.5,patrimonio,1,alta,amigos,bicicleta,Glorieta-Santa Catalina
+45,mujer,5.5,turistica,3,baja,familia,a pie,Arbres: La volta al món
+45,otro,3.5,historica,2,alta,solo,a pie,Trinitat - L'Almodí
35-45,mujer,3.5,turistica,1,alta,familia,bicicleta,Glorieta-Santa Catalina
0-18,hombre,1.5,historica,3,alta,pareja,bicicleta,Glorieta-Santa Catalina
+45,mujer,1.5,literaria,1,baja,pareja,a pie,Contes Blasco Ibañez – Ruta 1
+45,otro,3.5,literaria,2,baja,amigos,a pie,Entre Naranjos
+45,mujer,5.5,historica,2,baja,familia,bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
+45,mujer,3.5,patrimonio,3,baja,pareja,bicicleta,Ruta Carrer Russafa - la Llotja
35-45,mujer,1.5,literaria,1,baja,solo,bicicleta,Contes Blasco Ibañez – Ruta 1
+45,hombre,1.5,literaria,1,baja,solo,bicicleta,Contes Blasco Ibañez – Ruta 1
35-45,otro,7.5,historica,1,alta,familia,bicicleta,Trinitat - L'Almodí
35-45,otro,3.5,turistica,2,alta,amigos,bicicleta,Glorieta-Santa Catalina
35-45,hombre,1.5,historica,3,alta,pareja,a pie,Glorieta-Santa Catalina
18-35,mujer,7.5,historica,2,alta,familia,bicicleta,Ruta València amb bicicleta
35-45,hombre,3.5,historica,2,baja,solo,a pie,Ruta dels Pecats a l'entorn del Mercat Central
0-18,otro,7.5,literaria,1,baja,amigos,bicicleta,Entre Naranjos
18-35,otro,1.5,historica,1,alta,solo,bicicleta,Ruta València amb bicicleta
0-18,otro,3.5,patrimonio,1,baja,solo,a pie,Ruta Carrer Russafa - la Llotja
0-18,otro,5.5,patrimonio,1,baja,amigos,bicicleta,Ruta Carrer Russafa - la Llotja
18-35,mujer,1.5,literaria,1,alta,pareja,bicicleta,Ruta València amb bicicleta
35-45,hombre,1.5,historica,1,baja,amigos,bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
+45,hombre,3.5,patrimonio,3,baja,familia,a pie,Ruta Carrer Russafa - la Llotja
35-45,hombre,1.5,patrimonio,1,alta,familia,bicicleta,Glorieta-Santa Catalina
0-18,hombre,3.5,historica,2,baja,amigos,bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
35-45,otro,5.5,patrimonio,2,baja,familia,a pie,Ruta Carrer Russafa - la Llotja
35-45,otro,7.5,literaria,1,alta,amigos,a pie,Trinitat - L'Almodí
0-18,mujer,1.5,turistica,1,baja,amigos,bicicleta,Arbres: La volta al món
+45,mujer,5.5,historica,2,baja,amigos,bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
0-18,otro,1.5,patrimonio,1,alta,amigos,bicicleta,Glorieta-Santa Catalina
35-45,mujer,3.5,patrimonio,1,baja,familia,a pie,Ruta Carrer Russafa - la Llotja
35-45,hombre,1.5,patrimonio,1,baja,solo,bicicleta,Sant Agustí - Portal Nou
18-35,otro,7.5,literaria,2,alta,pareja,a pie,Ruta de la Seda
18-35,hombre,7.5,turistica,3,alta,solo,a pie,Ruta pel Centre Històric
0-18,mujer,5.5,historica,3,alta,amigos,a pie,Glorieta-Santa Catalina
0-18,hombre,1.5,patrimonio,3,alta,familia,bicicleta,Glorieta-Santa Catalina
35-45,hombre,7.5,patrimonio,3,baja,familia,bicicleta,Torres de Quart - Temple
+45,otro,5.5,turistica,2,alta,solo,bicicleta,Glorieta-Santa Catalina
35-45,otro,7.5,literaria,1,baja,familia,bicicleta,Entre Naranjos
18-35,mujer,7.5,turistica,2,alta,familia,a pie,Ruta pel Centre Històric
0-18,mujer,7.5,literaria,1,baja,familia,a pie,Entre Naranjos
0-18,mujer,1.5,literaria,2,baja,amigos,a pie,Entre Naranjos
18-35,hombre,3.5,patrimonio,1,alta,pareja,a pie,Jardins del Reial - Glorieta
35-45,otro,7.5,turistica,2,baja,pareja,bicicleta,Arbres: La volta al món
0-18,otro,5.5,turistica,3,alta,amigos,a pie,Trinitat - L'Almodí
18-35,mujer,7.5,literaria,3,alta,pareja,bicicleta,Ruta València amb bicicleta
+45,mujer,3.5,patrimonio,3,alta,pareja,a pie,Trinitat - L'Almodí
35-45,otro,5.5,patrimonio,1,baja,amigos,a pie,Ruta Carrer Russafa - la Llotja
+45,mujer,3.5,turistica,1,baja,familia,a pie,Arbres: La volta al món
0-18,hombre,3.5,historica,3,alta,amigos,bicicleta,Trinitat - L'Almodí
35-45,otro,7.5,literaria,1,baja,amigos,bicicleta,Entre Naranjos
18-35,mujer,3.5,patrimonio,3,baja,solo,bicicleta,Arbres monumentals i singulars
18-35,hombre,3.5,historica,3,baja,familia,bicicleta,Arbres monumentals i singulars
0-18,hombre,3.5,patrimonio,1,baja,familia,a pie,Ruta Carrer Russafa - la Llotja
+45,hombre,5.5,historica,2,alta,solo,bicicleta,Glorieta-Santa Catalina
18-35,mujer,5.5,patrimonio,2,baja,solo,a pie,Serrans - Palau de la Generalitat
+45,otro,3.5,patrimonio,1,alta,pareja,bicicleta,Trinitat - L'Almodí
35-45,hombre,3.5,patrimonio,2,baja,amigos,bicicleta,Ruta Carrer Russafa - la Llotja
0-18,mujer,7.5,patrimonio,2,alta,pareja,a pie,Trinitat - L'Almodí
18-35,mujer,5.5,turistica,1,alta,familia,a pie,Ruta pel Centre Històric
0-18,otro,1.5,turistica,2,alta,pareja,a pie,Trinitat - L'Almodí
0-18,otro,1.5,historica,1,baja,amigos,bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
0-18,mujer,1.5,literaria,2,alta,solo,bicicleta,Trinitat - L'Almodí
35-45,mujer,3.5,patrimonio,3,alta,amigos,a pie,Trinitat - L'Almodí
+45,hombre,7.5,patrimonio,1,baja,pareja,bicicleta,Torres de Quart - Temple
+45,mujer,3.5,historica,2,alta,pareja,bicicleta,Trinitat - L'Almodí
0-18,hombre,7.5,patrimonio,2,baja,pareja,a pie,Torres de Quart - Temple
35-45,otro,5.5,historica,1,alta,familia,bicicleta,Glorieta-Santa Catalina
+45,mujer,1.5,historica,3,baja,solo,a pie,Ruta dels Pecats a l'entorn del Mercat Central
0-18,hombre,5.5,turistica,2,baja,amigos,bicicleta,Arbres: La volta al món
18-35,hombre,7.5,patrimonio,1,alta,solo,bicicleta,Ruta València amb bicicleta
35-45,hombre,1.5,turistica,1,alta,pareja,bicicleta,Trinitat - L'Almodí
+45,otro,3.5,turistica,1,alta,solo,bicicleta,Glorieta-Santa Catalina
35-45,hombre,1.5,turistica,3,alta,amigos,a pie,Glorieta-Santa Catalina
+45,mujer,5.5,historica,3,baja,solo,bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
0-18,hombre,7.5,turistica,3,baja,solo,a pie,Arbres: La volta al món
35-45,otro,7.5,turistica,1,baja,solo,bicicleta,Arbres: La volta al món
+45,hombre,5.5,literaria,3,baja,familia,a pie,Contes Blasco Ibañez – Ruta 1
0-18,hombre,1.5,historica,2,alta,amigos,bicicleta,Glorieta-Santa Catalina
35-45,otro,7.5,patrimonio,2,baja,solo,a pie,Torres de Quart - Temple
0-18,mujer,5.5,patrimonio,1,baja,solo,bicicleta,Ruta Carrer Russafa - la Llotja
18-35,hombre,1.5,turistica,1,baja,familia,bicicleta,Ruta Cultural Anell Ciclista
18-35,otro,5.5,historica,2,baja,solo,a pie,Ruta Valencia en la Memòria
35-45,mujer,3.5,historica,3,alta,solo,a pie,Trinitat - L'Almodí
35-45,hombre,5.5,patrimonio,2,alta,amigos,a pie,Trinitat - L'Almodí
0-18,mujer,1.5,literaria,2,baja,pareja,bicicleta,Entre Naranjos
+45,otro,5.5,turistica,3,baja,solo,a pie,Arbres: La volta al món
0-18,hombre,7.5,turistica,2,baja,pareja,a pie,Arbres: La volta al món
0-18,mujer,5.5,historica,2,baja,familia,a pie,Ruta dels Pecats a l'entorn del Mercat Central
+45,otro,7.5,literaria,1,baja,amigos,a pie,Contes Blasco Ibañez – Ruta 1
0-18,mujer,3.5,literaria,2,baja,familia,a pie,Entre Naranjos
18-35,hombre,1.5,patrimonio,3,alta,amigos,a pie,Jardins del Reial - Glorieta
+45,hombre,5.5,turistica,3,baja,amigos,a pie,Arbres: La volta al món
+45,mujer,5.5,historica,1,alta,pareja,bicicleta,Glorieta-Santa Catalina
+45,mujer,5.5,historica,2,alta,solo,a pie,Trinitat - L'Almodí
0-18,hombre,1.5,historica,1,alta,pareja,a pie,Glorieta-Santa Catalina
18-35,mujer,1.5,turistica,1,alta,solo,bicicleta,Ruta València amb bicicleta
35-45,mujer,7.5,patrimonio,2,alta,pareja,bicicleta,Trinitat - L'Almodí
+45,otro,7.5,turistica,3,alta,amigos,bicicleta,Trinitat - L'Almodí
35-45,otro,3.5,literaria,3,alta,pareja,bicicleta,Glorieta-Santa Catalina
35-45,mujer,7.5,turistica,1,baja,pareja,a pie,Arbres: La volta al món
0-18,otro,5.5,literaria,2,alta,pareja,bicicleta,Trinitat - L'Almodí
