,age,gender,time,type_route,price,difficulty,accompaniment,transport,route_id
3442,0-18,Mujer,1.5,Historica,1-50 Euros,Baja,Pareja,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
3443,35-45,Prefiero no decirlo,7.5,Historica,+50 Euros,Baja,Amigos,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
3444,+45,Mujer,5.5,Literaria,1-50 Euros,Baja,Amigos,Bicicleta,Entre Naranjos
3445,35-45,Prefiero no decirlo,3.5,Historica,Gratis,Alta,Familia,Pie,Glorieta-Santa Catalina
3446,35-45,Mujer,1.5,Historica,1-50 Euros,Alta,Pareja,Pie,Trinitat - L'Almodí
3447,0-18,Prefiero no decirlo,1.5,Patrimonio,+50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
3448,+45,Hombre,5.5,Turistica,+50 Euros,Alta,Solo,Pie,Trinitat - L'Almodí
3449,35-45,Prefiero no decirlo,3.5,Historica,1-50 Euros,Alta,Solo,Pie,Trinitat - L'Almodí
3450,+45,Prefiero no decirlo,5.5,Turistica,1-50 Euros,Alta,Amigos,Pie,Trinitat - L'Almodí
3451,35-45,Mujer,1.5,Turistica,1-50 Euros,Alta,Amigos,Pie,Glorieta-Santa Catalina
3452,+45,Mujer,3.5,Turistica,+50 Euros,Alta,Familia,Pie,Trinitat - L'Almodí
3453,18-35,Prefiero no decirlo,3.5,Historica,Gratis,Alta,Amigos,Pie,Ruta recinte enmurallat d'època islàmica
3454,18-35,Prefiero no decirlo,1.5,Historica,Gratis,Alta,Amigos,Pie,Ruta de la Seda
3455,0-18,Hombre,1.5,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,Arbres: La volta al món
3456,18-35,Mujer,7.5,Patrimonio,Gratis,Baja,Solo,Bicicleta,Ruta Cultural Anell Ciclista
3457,+45,Hombre,1.5,Historica,Gratis,Baja,Pareja,Pie,Ruta dels Pecats a l'entorn del Mercat Central
3458,+45,Mujer,1.5,Turistica,1-50 Euros,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
3459,0-18,Hombre,3.5,Turistica,1-50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
3460,+45,Hombre,1.5,Patrimonio,Gratis,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
3461,18-35,Mujer,7.5,Literaria,+50 Euros,Alta,Solo,Bicicleta,Ruta València amb bicicleta
3462,18-35,Prefiero no decirlo,3.5,Patrimonio,Gratis,Baja,Amigos,Bicicleta,Ruta Cultural Anell Ciclista
3463,+45,Prefiero no decirlo,5.5,Historica,1-50 Euros,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
3464,+45,Hombre,1.5,Turistica,+50 Euros,Baja,Familia,Bicicleta,Arbres: La volta al món
3465,18-35,Prefiero no decirlo,5.5,Literaria,1-50 Euros,Baja,Familia,Bicicleta,Arbres monumentals i singulars
3466,35-45,Hombre,1.5,Literaria,+50 Euros,Baja,Amigos,Bicicleta,Contes Blasco Ibañez – Ruta 1
3467,35-45,Mujer,7.5,Turistica,1-50 Euros,Baja,Pareja,Pie,Arbres: La volta al món
3468,35-45,Hombre,3.5,Patrimonio,+50 Euros,Baja,Familia,Pie,Torres de Quart - Temple
3469,+45,Hombre,3.5,Historica,1-50 Euros,Baja,Amigos,Pie,Ruta dels Pecats a l'entorn del Mercat Central
3470,18-35,Prefiero no decirlo,1.5,Patrimonio,1-50 Euros,Baja,Pareja,Pie,Serrans - Palau de la Generalitat
3471,35-45,Hombre,3.5,Historica,Gratis,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
3472,18-35,Hombre,5.5,Turistica,1-50 Euros,Alta,Solo,Bicicleta,Ruta València amb bicicleta
3473,18-35,Mujer,3.5,Literaria,Gratis,Alta,Solo,Bicicleta,Ruta València amb bicicleta
3474,18-35,Mujer,7.5,Turistica,Gratis,Baja,Pareja,Pie,Arbres: Un passeig per l’Albereda
3475,+45,Hombre,5.5,Turistica,+50 Euros,Baja,Solo,Pie,Arbres: La volta al món
3476,0-18,Hombre,3.5,Literaria,Gratis,Baja,Pareja,Pie,Entre Naranjos
3477,0-18,Mujer,5.5,Patrimonio,Gratis,Baja,Amigos,Pie,Ruta Carrer Russafa - la Llotja
3478,18-35,Mujer,7.5,Turistica,1-50 Euros,Baja,Amigos,Bicicleta,Arbres monumentals i singulars
3479,0-18,Hombre,1.5,Turistica,Gratis,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
3480,35-45,Mujer,1.5,Literaria,+50 Euros,Alta,Amigos,Pie,Glorieta-Santa Catalina
3481,18-35,Prefiero no decirlo,1.5,Historica,+50 Euros,Alta,Pareja,Bicicleta,Ruta València amb bicicleta
3482,18-35,Prefiero no decirlo,1.5,Historica,Gratis,Alta,Solo,Pie,Ruta recinte enmurallat d'època islàmica
3483,0-18,Mujer,1.5,Patrimonio,Gratis,Alta,Pareja,Pie,Trinitat - L'Almodí
3484,0-18,Hombre,3.5,Literaria,1-50 Euros,Baja,Familia,Pie,Entre Naranjos
3485,35-45,Mujer,7.5,Historica,+50 Euros,Alta,Familia,Pie,Trinitat - L'Almodí
3486,+45,Prefiero no decirlo,7.5,Turistica,+50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
3487,35-45,Hombre,1.5,Historica,Gratis,Alta,Pareja,Pie,Trinitat - L'Almodí
3488,35-45,Hombre,1.5,Literaria,1-50 Euros,Alta,Solo,Pie,Trinitat - L'Almodí
3489,35-45,Prefiero no decirlo,1.5,Literaria,Gratis,Alta,Familia,Bicicleta,Trinitat - L'Almodí
3490,+45,Mujer,5.5,Turistica,1-50 Euros,Baja,Amigos,Bicicleta,Arbres: La volta al món
3491,+45,Mujer,5.5,Historica,1-50 Euros,Baja,Amigos,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
3492,+45,Mujer,7.5,Turistica,Gratis,Baja,Familia,Bicicleta,Arbres: La volta al món
3493,0-18,Hombre,1.5,Patrimonio,1-50 Euros,Baja,Familia,Pie,Sant Agustí - Portal Nou
3494,35-45,Mujer,3.5,Turistica,Gratis,Baja,Familia,Bicicleta,Arbres: La volta al món
3495,18-35,Mujer,7.5,Turistica,Gratis,Alta,Pareja,Bicicleta,Ruta València amb bicicleta
3496,35-45,Prefiero no decirlo,3.5,Patrimonio,Gratis,Baja,Amigos,Pie,Torres de Quart - Temple
3497,+45,Hombre,1.5,Turistica,Gratis,Alta,Familia,Pie,Glorieta-Santa Catalina
3498,0-18,Hombre,7.5,Patrimonio,+50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
3499,35-45,Hombre,3.5,Turistica,Gratis,Baja,Pareja,Pie,Arbres: La volta al món
3500,35-45,Prefiero no decirlo,5.5,Historica,1-50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
3501,35-45,Mujer,1.5,Historica,+50 Euros,Alta,Pareja,Pie,Glorieta-Santa Catalina
3502,35-45,Hombre,5.5,Literaria,Gratis,Alta,Solo,Bicicleta,Trinitat - L'Almodí
3503,18-35,Prefiero no decirlo,7.5,Literaria,1-50 Euros,Baja,Pareja,Pie,La barraca
3504,35-45,Mujer,1.5,Patrimonio,1-50 Euros,Alta,Familia,Pie,Glorieta-Santa Catalina
3505,+45,Mujer,5.5,Literaria,1-50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
3506,+45,Prefiero no decirlo,7.5,Historica,Gratis,Alta,Solo,Bicicleta,Trinitat - L'Almodí
3507,+45,Prefiero no decirlo,7.5,Historica,+50 Euros,Baja,Familia,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
3508,0-18,Mujer,5.5,Historica,Gratis,Baja,Amigos,Pie,Ruta dels Pecats a l'entorn del Mercat Central
3509,0-18,Prefiero no decirlo,7.5,Literaria,+50 Euros,Alta,Solo,Pie,Glorieta-Santa Catalina
3510,35-45,Prefiero no decirlo,1.5,Patrimonio,Gratis,Baja,Familia,Pie,Sant Agustí - Portal Nou
3511,35-45,Hombre,5.5,Turistica,Gratis,Baja,Familia,Bicicleta,Arbres: La volta al món
3512,18-35,Prefiero no decirlo,5.5,Literaria,1-50 Euros,Alta,Pareja,Pie,No hay ruta
3513,+45,Prefiero no decirlo,7.5,Patrimonio,Gratis,Baja,Familia,Pie,Ruta Carrer Russafa - la Llotja
3514,35-45,Hombre,7.5,Turistica,Gratis,Baja,Familia,Pie,Arbres: La volta al món
3515,0-18,Prefiero no decirlo,3.5,Literaria,+50 Euros,Alta,Solo,Pie,Glorieta-Santa Catalina
3516,35-45,Mujer,3.5,Turistica,1-50 Euros,Baja,Familia,Pie,Arbres: La volta al món
3517,18-35,Prefiero no decirlo,5.5,Literaria,1-50 Euros,Alta,Amigos,Pie,No hay ruta
3518,18-35,Mujer,3.5,Patrimonio,Gratis,Alta,Solo,Pie,Sant Agustí – Pont de Fusta
3519,0-18,Prefiero no decirlo,7.5,Patrimonio,Gratis,Alta,Familia,Pie,Glorieta-Santa Catalina
3520,35-45,Hombre,1.5,Turistica,1-50 Euros,Baja,Pareja,Pie,Arbres: La volta al món
3521,+45,Prefiero no decirlo,3.5,Historica,1-50 Euros,Baja,Amigos,Pie,Ruta dels Pecats a l'entorn del Mercat Central
3522,35-45,Prefiero no decirlo,1.5,Literaria,1-50 Euros,Baja,Amigos,Bicicleta,Contes Blasco Ibañez – Ruta 1
3523,35-45,Mujer,1.5,Turistica,1-50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
3524,0-18,Mujer,1.5,Historica,+50 Euros,Baja,Solo,Pie,Ruta dels Pecats a l'entorn del Mercat Central
3525,+45,Prefiero no decirlo,3.5,Historica,+50 Euros,Baja,Pareja,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
3526,0-18,Mujer,7.5,Patrimonio,1-50 Euros,Baja,Familia,Pie,Ruta Carrer Russafa - la Llotja
3527,35-45,Prefiero no decirlo,1.5,Historica,1-50 Euros,Baja,Amigos,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
3528,+45,Hombre,3.5,Literaria,Gratis,Alta,Familia,Pie,Glorieta-Santa Catalina
3529,35-45,Hombre,7.5,Turistica,+50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
3530,18-35,Prefiero no decirlo,1.5,Literaria,1-50 Euros,Baja,Pareja,Pie,La barraca
3531,35-45,Mujer,3.5,Turistica,Gratis,Baja,Amigos,Bicicleta,Arbres: La volta al món
3532,35-45,Prefiero no decirlo,1.5,Turistica,Gratis,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
3533,0-18,Hombre,3.5,Turistica,+50 Euros,Baja,Familia,Pie,Arbres: La volta al món
3534,35-45,Prefiero no decirlo,7.5,Literaria,1-50 Euros,Alta,Familia,Pie,Glorieta-Santa Catalina
3535,+45,Mujer,7.5,Literaria,Gratis,Baja,Amigos,Pie,Contes Blasco Ibañez – Ruta 1
3536,+45,Hombre,7.5,Turistica,Gratis,Baja,Familia,Pie,Arbres: La volta al món
3537,35-45,Prefiero no decirlo,1.5,Patrimonio,Gratis,Baja,Familia,Bicicleta,Sant Agustí - Portal Nou
3538,+45,Mujer,1.5,Historica,+50 Euros,Alta,Amigos,Pie,Trinitat - L'Almodí
3539,0-18,Mujer,3.5,Patrimonio,+50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
3540,18-35,Mujer,3.5,Historica,1-50 Euros,Baja,Amigos,Pie,Ruta Valencia en la Memòria
3541,0-18,Mujer,3.5,Patrimonio,Gratis,Baja,Solo,Pie,Torres de Quart - Temple
3542,18-35,Mujer,7.5,Turistica,+50 Euros,Alta,Familia,Pie,Ruta pel Centre Històric
3543,0-18,Mujer,7.5,Turistica,1-50 Euros,Alta,Solo,Pie,Trinitat - L'Almodí
3544,+45,Mujer,7.5,Turistica,1-50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
3545,0-18,Mujer,5.5,Turistica,Gratis,Baja,Familia,Pie,Arbres: La volta al món
3546,0-18,Prefiero no decirlo,7.5,Historica,1-50 Euros,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
3547,+45,Mujer,3.5,Patrimonio,1-50 Euros,Baja,Pareja,Bicicleta,Torres de Quart - Temple
3548,35-45,Mujer,1.5,Turistica,Gratis,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
3549,18-35,Prefiero no decirlo,3.5,Literaria,+50 Euros,Baja,Pareja,Bicicleta,Ruta Cultural Anell Ciclista
3550,+45,Prefiero no decirlo,7.5,Historica,Gratis,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
3551,+45,Hombre,1.5,Literaria,1-50 Euros,Baja,Pareja,Pie,Entre Naranjos
3552,18-35,Mujer,3.5,Literaria,Gratis,Alta,Familia,Bicicleta,Ruta València amb bicicleta
3553,0-18,Mujer,3.5,Patrimonio,1-50 Euros,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
3554,0-18,Prefiero no decirlo,7.5,Historica,Gratis,Baja,Pareja,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
3555,0-18,Mujer,1.5,Historica,1-50 Euros,Baja,Pareja,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
3556,+45,Mujer,5.5,Turistica,+50 Euros,Baja,Pareja,Bicicleta,Arbres: La volta al món
3557,18-35,Hombre,3.5,Historica,1-50 Euros,Alta,Solo,Bicicleta,Ruta València amb bicicleta
3558,+45,Hombre,5.5,Turistica,1-50 Euros,Baja,Familia,Pie,Arbres: La volta al món
3559,18-35,Mujer,3.5,Turistica,+50 Euros,Baja,Pareja,Bicicleta,Arbres monumentals i singulars
3560,+45,Mujer,5.5,Patrimonio,+50 Euros,Baja,Amigos,Pie,Ruta Carrer Russafa - la Llotja
3561,+45,Hombre,1.5,Turistica,Gratis,Alta,Amigos,Pie,Glorieta-Santa Catalina
3562,+45,Mujer,3.5,Literaria,1-50 Euros,Alta,Pareja,Pie,Glorieta-Santa Catalina
3563,18-35,Mujer,5.5,Historica,Gratis,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
3564,+45,Mujer,7.5,Patrimonio,+50 Euros,Alta,Amigos,Pie,Glorieta-Santa Catalina
3565,0-18,Mujer,7.5,Literaria,Gratis,Baja,Amigos,Bicicleta,Contes Blasco Ibañez – Ruta 1
3566,0-18,Prefiero no decirlo,1.5,Literaria,+50 Euros,Baja,Amigos,Bicicleta,Contes Blasco Ibañez – Ruta 1
3567,18-35,Hombre,3.5,Literaria,1-50 Euros,Baja,Familia,Pie,Contes Blasco Ibañez – Ruta 2
3568,18-35,Mujer,1.5,Turistica,+50 Euros,Alta,Familia,Pie,Ruta pel Centre Històric
3569,+45,Prefiero no decirlo,3.5,Historica,Gratis,Baja,Solo,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
3570,18-35,Mujer,1.5,Historica,1-50 Euros,Baja,Solo,Pie,Ruta Valencia en la Memòria
3571,0-18,Hombre,5.5,Literaria,1-50 Euros,Alta,Familia,Pie,Trinitat - L'Almodí
3572,18-35,Prefiero no decirlo,7.5,Turistica,+50 Euros,Alta,Familia,Pie,Ruta pel Centre Històric
3573,+45,Mujer,7.5,Patrimonio,Gratis,Baja,Amigos,Pie,Ruta Carrer Russafa - la Llotja
3574,35-45,Prefiero no decirlo,7.5,Literaria,Gratis,Alta,Solo,Bicicleta,Trinitat - L'Almodí
3575,+45,Prefiero no decirlo,5.5,Patrimonio,1-50 Euros,Baja,Amigos,Pie,Ruta Carrer Russafa - la Llotja
3576,0-18,Prefiero no decirlo,5.5,Literaria,1-50 Euros,Baja,Amigos,Bicicleta,Entre Naranjos
3577,0-18,Mujer,3.5,Turistica,Gratis,Alta,Familia,Pie,Glorieta-Santa Catalina
3578,18-35,Mujer,5.5,Turistica,1-50 Euros,Baja,Familia,Bicicleta,Arbres monumentals i singulars
3579,18-35,Hombre,5.5,Turistica,Gratis,Baja,Pareja,Pie,Arbres: Els indians
3580,+45,Hombre,7.5,Turistica,Gratis,Alta,Solo,Pie,Trinitat - L'Almodí
3581,18-35,Mujer,7.5,Turistica,Gratis,Alta,Familia,Bicicleta,Ruta València amb bicicleta
3582,0-18,Mujer,5.5,Patrimonio,1-50 Euros,Baja,Solo,Pie,Ruta Carrer Russafa - la Llotja
3583,+45,Mujer,3.5,Historica,+50 Euros,Baja,Solo,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
3584,35-45,Mujer,3.5,Literaria,+50 Euros,Alta,Solo,Bicicleta,Trinitat - L'Almodí
3585,0-18,Mujer,1.5,Turistica,1-50 Euros,Baja,Familia,Bicicleta,Arbres: La volta al món
3586,35-45,Hombre,1.5,Historica,1-50 Euros,Alta,Pareja,Pie,Trinitat - L'Almodí
3587,0-18,Mujer,1.5,Turistica,1-50 Euros,Alta,Pareja,Pie,Glorieta-Santa Catalina
3588,18-35,Prefiero no decirlo,3.5,Patrimonio,Gratis,Alta,Familia,Bicicleta,Ruta València amb bicicleta
3589,18-35,Hombre,7.5,Literaria,1-50 Euros,Baja,Familia,Bicicleta,Arbres monumentals i singulars
3590,18-35,Prefiero no decirlo,5.5,Historica,1-50 Euros,Baja,Amigos,Bicicleta,Ruta Cultural Anell Ciclista
3591,0-18,Hombre,3.5,Historica,Gratis,Alta,Pareja,Pie,Trinitat - L'Almodí
3592,35-45,Prefiero no decirlo,1.5,Historica,+50 Euros,Baja,Familia,Pie,Ruta dels Pecats a l'entorn del Mercat Central
3593,35-45,Prefiero no decirlo,1.5,Literaria,1-50 Euros,Baja,Familia,Bicicleta,Contes Blasco Ibañez – Ruta 1
3594,0-18,Prefiero no decirlo,3.5,Turistica,1-50 Euros,Alta,Familia,Pie,Trinitat - L'Almodí
3595,35-45,Hombre,5.5,Patrimonio,Gratis,Alta,Familia,Pie,Trinitat - L'Almodí
3596,35-45,Hombre,7.5,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,Arbres: La volta al món
3597,0-18,Mujer,1.5,Literaria,+50 Euros,Baja,Pareja,Bicicleta,Contes Blasco Ibañez – Ruta 1
3598,+45,Mujer,5.5,Literaria,Gratis,Alta,Familia,Pie,Trinitat - L'Almodí
3599,35-45,Prefiero no decirlo,3.5,Turistica,Gratis,Alta,Solo,Pie,Trinitat - L'Almodí
3600,+45,Hombre,3.5,Literaria,+50 Euros,Baja,Familia,Bicicleta,Contes Blasco Ibañez – Ruta 1
3601,+45,Mujer,3.5,Literaria,+50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
3602,0-18,Hombre,3.5,Turistica,Gratis,Baja,Amigos,Pie,Arbres: La volta al món
3603,35-45,Mujer,1.5,Patrimonio,1-50 Euros,Baja,Amigos,Bicicleta,Sant Agustí - Portal Nou
3604,18-35,Mujer,7.5,Literaria,1-50 Euros,Alta,Solo,Pie,No hay ruta
3605,0-18,Hombre,5.5,Patrimonio,+50 Euros,Baja,Pareja,Bicicleta,Ruta Carrer Russafa - la Llotja
3606,+45,Prefiero no decirlo,3.5,Literaria,Gratis,Baja,Solo,Bicicleta,Entre Naranjos
3607,18-35,Prefiero no decirlo,5.5,Historica,1-50 Euros,Baja,Familia,Bicicleta,Ruta Cultural Anell Ciclista
3608,0-18,Mujer,5.5,Turistica,1-50 Euros,Baja,Pareja,Pie,Arbres: La volta al món
3609,+45,Mujer,1.5,Historica,+50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
3610,0-18,Prefiero no decirlo,5.5,Turistica,+50 Euros,Baja,Amigos,Pie,Arbres: La volta al món
3611,+45,Mujer,3.5,Patrimonio,+50 Euros,Baja,Amigos,Bicicleta,Torres de Quart - Temple
3612,18-35,Prefiero no decirlo,3.5,Historica,Gratis,Baja,Pareja,Pie,Ruta Valencia en la Memòria
3613,35-45,Mujer,7.5,Historica,Gratis,Baja,Solo,Pie,Ruta dels Pecats a l'entorn del Mercat Central
3614,0-18,Prefiero no decirlo,7.5,Literaria,Gratis,Baja,Solo,Bicicleta,Entre Naranjos
3615,18-35,Mujer,1.5,Turistica,Gratis,Baja,Solo,Bicicleta,Ruta Cultural Anell Ciclista
3616,35-45,Hombre,7.5,Literaria,+50 Euros,Alta,Solo,Pie,Trinitat - L'Almodí
3617,18-35,Mujer,7.5,Literaria,+50 Euros,Baja,Pareja,Pie,Contes Blasco Ibañez – Ruta 2
3618,35-45,Mujer,3.5,Literaria,Gratis,Baja,Solo,Bicicleta,Entre Naranjos
3619,0-18,Prefiero no decirlo,5.5,Patrimonio,1-50 Euros,Baja,Familia,Bicicleta,Ruta Carrer Russafa - la Llotja
3620,0-18,Prefiero no decirlo,5.5,Literaria,+50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
3621,0-18,Prefiero no decirlo,1.5,Patrimonio,Gratis,Alta,Pareja,Pie,Trinitat - L'Almodí
3622,35-45,Prefiero no decirlo,1.5,Patrimonio,+50 Euros,Alta,Pareja,Pie,Trinitat - L'Almodí
3623,18-35,Hombre,1.5,Historica,Gratis,Alta,Familia,Bicicleta,Ruta València amb bicicleta
3624,+45,Mujer,1.5,Historica,+50 Euros,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
3625,18-35,Hombre,3.5,Turistica,1-50 Euros,Alta,Solo,Pie,Ruta pel Centre Històric
3626,0-18,Mujer,7.5,Turistica,+50 Euros,Baja,Solo,Pie,Arbres: La volta al món
3627,18-35,Hombre,1.5,Turistica,1-50 Euros,Baja,Solo,Pie,Arbres: Un viatge pel Mediterrani
3628,+45,Mujer,1.5,Literaria,Gratis,Baja,Solo,Bicicleta,Entre Naranjos
3629,0-18,Hombre,5.5,Patrimonio,Gratis,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
3630,+45,Prefiero no decirlo,3.5,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,Arbres: La volta al món
3631,18-35,Hombre,7.5,Literaria,1-50 Euros,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
3632,35-45,Hombre,7.5,Patrimonio,+50 Euros,Baja,Solo,Bicicleta,Ruta Carrer Russafa - la Llotja
3633,0-18,Prefiero no decirlo,3.5,Historica,1-50 Euros,Baja,Amigos,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
3634,18-35,Hombre,1.5,Turistica,+50 Euros,Alta,Solo,Bicicleta,Ruta València amb bicicleta
3635,18-35,Mujer,7.5,Turistica,1-50 Euros,Alta,Familia,Pie,Ruta pel Centre Històric
3636,35-45,Prefiero no decirlo,3.5,Historica,Gratis,Alta,Amigos,Pie,Trinitat - L'Almodí
3637,18-35,Hombre,3.5,Historica,+50 Euros,Baja,Pareja,Bicicleta,Ruta Cultural Anell Ciclista
3638,+45,Prefiero no decirlo,7.5,Turistica,+50 Euros,Baja,Familia,Bicicleta,Arbres: La volta al món
3639,18-35,Prefiero no decirlo,7.5,Patrimonio,Gratis,Alta,Familia,Pie,Sant Agustí – Pont de Fusta
3640,18-35,Mujer,3.5,Turistica,1-50 Euros,Alta,Solo,Pie,Ruta pel Centre Històric
3641,18-35,Prefiero no decirlo,3.5,Literaria,+50 Euros,Alta,Solo,Bicicleta,Ruta València amb bicicleta
3642,35-45,Prefiero no decirlo,7.5,Literaria,+50 Euros,Baja,Familia,Pie,Contes Blasco Ibañez – Ruta 1
3643,35-45,Prefiero no decirlo,1.5,Patrimonio,1-50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
3644,0-18,Mujer,5.5,Historica,1-50 Euros,Baja,Amigos,Pie,Ruta dels Pecats a l'entorn del Mercat Central
3645,+45,Mujer,7.5,Historica,1-50 Euros,Baja,Solo,Pie,Ruta dels Pecats a l'entorn del Mercat Central
3646,35-45,Hombre,1.5,Historica,+50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
3647,35-45,Mujer,1.5,Patrimonio,1-50 Euros,Baja,Amigos,Bicicleta,Sant Agustí - Portal Nou
3648,0-18,Mujer,3.5,Historica,+50 Euros,Baja,Pareja,Pie,Ruta dels Pecats a l'entorn del Mercat Central
3649,18-35,Mujer,7.5,Patrimonio,+50 Euros,Baja,Pareja,Pie,Serrans - Palau de la Generalitat
3650,+45,Prefiero no decirlo,3.5,Patrimonio,Gratis,Baja,Pareja,Bicicleta,Torres de Quart - Temple
3651,0-18,Mujer,3.5,Turistica,1-50 Euros,Alta,Familia,Pie,Trinitat - L'Almodí
3652,18-35,Prefiero no decirlo,7.5,Turistica,+50 Euros,Alta,Familia,Bicicleta,Ruta València amb bicicleta
3653,18-35,Mujer,1.5,Historica,+50 Euros,Baja,Pareja,Pie,Ruta Valencia en la Memòria
3654,+45,Prefiero no decirlo,1.5,Turistica,1-50 Euros,Baja,Amigos,Pie,Arbres: La volta al món
3655,0-18,Prefiero no decirlo,3.5,Literaria,1-50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
3656,+45,Prefiero no decirlo,3.5,Turistica,+50 Euros,Alta,Solo,Pie,Glorieta-Santa Catalina
3657,35-45,Hombre,1.5,Patrimonio,1-50 Euros,Baja,Amigos,Pie,Sant Agustí - Portal Nou
3658,35-45,Hombre,7.5,Historica,Gratis,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
3659,0-18,Hombre,5.5,Literaria,Gratis,Alta,Solo,Bicicleta,Trinitat - L'Almodí
3660,18-35,Mujer,5.5,Patrimonio,1-50 Euros,Alta,Solo,Pie,Sant Agustí – Pont de Fusta
3661,+45,Hombre,7.5,Literaria,Gratis,Alta,Solo,Pie,Glorieta-Santa Catalina
3662,18-35,Hombre,1.5,Patrimonio,1-50 Euros,Baja,Familia,Pie,Serrans - Palau de la Generalitat
3663,+45,Prefiero no decirlo,5.5,Literaria,+50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
3664,+45,Hombre,1.5,Historica,1-50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
3665,18-35,Mujer,1.5,Patrimonio,Gratis,Alta,Familia,Bicicleta,Ruta València amb bicicleta
3666,18-35,Prefiero no decirlo,7.5,Turistica,+50 Euros,Alta,Solo,Bicicleta,Ruta València amb bicicleta
3667,0-18,Hombre,7.5,Historica,+50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
3668,18-35,Mujer,1.5,Historica,+50 Euros,Alta,Solo,Bicicleta,Ruta València amb bicicleta
3669,35-45,Prefiero no decirlo,3.5,Patrimonio,+50 Euros,Alta,Pareja,Pie,Trinitat - L'Almodí
3670,0-18,Mujer,1.5,Turistica,1-50 Euros,Baja,Familia,Pie,Arbres: La volta al món
3671,35-45,Hombre,1.5,Literaria,Gratis,Baja,Familia,Pie,Entre Naranjos
3672,35-45,Mujer,1.5,Historica,1-50 Euros,Baja,Amigos,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
3673,+45,Hombre,3.5,Patrimonio,1-50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
3674,+45,Mujer,5.5,Turistica,Gratis,Alta,Familia,Bicicleta,Trinitat - L'Almodí
3675,0-18,Hombre,3.5,Historica,+50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
3676,18-35,Prefiero no decirlo,3.5,Literaria,Gratis,Baja,Familia,Pie,Contes Blasco Ibañez – Ruta 2
3677,+45,Hombre,3.5,Patrimonio,+50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
3678,+45,Prefiero no decirlo,3.5,Historica,Gratis,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
3679,35-45,Mujer,1.5,Patrimonio,Gratis,Alta,Pareja,Pie,Trinitat - L'Almodí
3680,18-35,Prefiero no decirlo,5.5,Patrimonio,Gratis,Baja,Amigos,Bicicleta,Ruta Cultural Anell Ciclista
3681,35-45,Hombre,7.5,Turistica,+50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
