,age,gender,time,type_route,price,difficulty,accompaniment,transport,route_id
2221,+45,Mujer,3.5,Turistica,Gratis,Baja,Solo,A Pie,Arbres: La volta al món
2222,18-35,Hombre,3.5,Patrimonio,Gratis,Baja,Familia,A Pie,Serrans - Palau de la Generalitat
2223,18-35,Otro,1.5,Turistica,+50 Euros,Baja,Pareja,A Pie,Arbres: Un viatge pel Mediterrani
2224,18-35,Otro,5.5,Historica,Gratis,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
2225,35-45,Mujer,7.5,Turistica,Gratis,Baja,Amigos,Bicicleta,Arbres: La volta al món
2226,35-45,Hombre,5.5,Turistica,1-50 Euros,Baja,Familia,Bicicleta,Arbres: La volta al món
2227,0-18,Otro,5.5,Patrimonio,Gratis,Alta,Amigos,A Pie,Glorieta-Santa Catalina
2228,35-45,Mujer,7.5,Literaria,Gratis,Baja,Amigos,A Pie,Entre Naranjos
2229,18-35,Otro,3.5,Literaria,+50 Euros,Alta,Solo,Bicicleta,Ruta València amb bicicleta
2230,+45,Otro,1.5,Patrimonio,1-50 Euros,Alta,Familia,A Pie,Trinitat - L'Almodí
2231,0-18,Mujer,1.5,Historica,Gratis,Baja,Solo,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
2232,+45,Mujer,3.5,Historica,Gratis,Baja,Amigos,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
2233,0-18,Hombre,7.5,Historica,+50 Euros,Baja,Solo,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
2234,+45,Hombre,1.5,Historica,1-50 Euros,Baja,Familia,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
2235,35-45,Mujer,1.5,Historica,1-50 Euros,Baja,Familia,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
2236,35-45,Otro,1.5,Patrimonio,Gratis,Alta,Solo,A Pie,Glorieta-Santa Catalina
2237,+45,Hombre,3.5,Historica,Gratis,Baja,Amigos,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
2238,0-18,Otro,5.5,Literaria,1-50 Euros,Baja,Familia,A Pie,Entre Naranjos
2239,0-18,Otro,7.5,Patrimonio,+50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
2240,+45,Otro,5.5,Turistica,Gratis,Baja,Familia,Bicicleta,Arbres: La volta al món
2241,18-35,Hombre,7.5,Historica,1-50 Euros,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
2242,0-18,Mujer,7.5,Turistica,Gratis,Baja,Amigos,A Pie,Arbres: La volta al món
2243,+45,Hombre,3.5,Historica,Gratis,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
2244,+45,Otro,3.5,Patrimonio,+50 Euros,Baja,Pareja,A Pie,Torres de Quart - Temple
2245,18-35,Otro,7.5,Patrimonio,1-50 Euros,Alta,Solo,A Pie,Sant Agustí – Pont de Fusta
2246,35-45,Hombre,7.5,Historica,1-50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
2247,18-35,Otro,1.5,Historica,Gratis,Baja,Amigos,Bicicleta,Arbres monumentals i singulars
2248,35-45,Mujer,7.5,Literaria,+50 Euros,Baja,Pareja,A Pie,Contes Blasco Ibañez – Ruta 1
2249,0-18,Mujer,3.5,Literaria,1-50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
2250,18-35,Hombre,3.5,Turistica,1-50 Euros,Baja,Pareja,A Pie,Arbres: Un viatge pel Mediterrani
2251,18-35,Mujer,7.5,Historica,Gratis,Baja,Solo,Bicicleta,Ruta Cultural Anell Ciclista
2252,35-45,Hombre,7.5,Literaria,+50 Euros,Baja,Solo,Bicicleta,Entre Naranjos
2253,0-18,Mujer,1.5,Historica,Gratis,Alta,Solo,A Pie,Trinitat - L'Almodí
2254,+45,Hombre,7.5,Historica,Gratis,Alta,Amigos,A Pie,Trinitat - L'Almodí
2255,35-45,Mujer,1.5,Turistica,Gratis,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
2256,+45,Otro,5.5,Patrimonio,+50 Euros,Baja,Pareja,A Pie,Ruta Carrer Russafa - la Llotja
2257,35-45,Otro,1.5,Historica,Gratis,Baja,Solo,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
2258,0-18,Mujer,7.5,Patrimonio,+50 Euros,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
2259,18-35,Otro,3.5,Literaria,+50 Euros,Baja,Familia,Bicicleta,Arbres monumentals i singulars
2260,0-18,Otro,3.5,Patrimonio,Gratis,Alta,Solo,A Pie,Trinitat - L'Almodí
2261,+45,Otro,1.5,Historica,1-50 Euros,Baja,Amigos,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
2262,+45,Hombre,7.5,Literaria,Gratis,Alta,Familia,A Pie,Glorieta-Santa Catalina
2263,18-35,Hombre,3.5,Patrimonio,Gratis,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
2264,18-35,Mujer,7.5,Turistica,1-50 Euros,Alta,Amigos,A Pie,Ruta pel Centre Històric
2265,0-18,Hombre,3.5,Literaria,Gratis,Baja,Amigos,A Pie,Contes Blasco Ibañez – Ruta 1
2266,+45,Hombre,7.5,Turistica,Gratis,Baja,Pareja,Bicicleta,Arbres: La volta al món
2267,+45,Hombre,5.5,Turistica,Gratis,Baja,Pareja,Bicicleta,Arbres: La volta al món
2268,0-18,Mujer,1.5,Historica,+50 Euros,Baja,Solo,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
2269,35-45,Mujer,5.5,Literaria,+50 Euros,Baja,Solo,A Pie,Contes Blasco Ibañez – Ruta 1
2270,18-35,Hombre,3.5,Patrimonio,Gratis,Baja,Familia,Bicicleta,Ruta Cultural Anell Ciclista
2271,0-18,Otro,5.5,Turistica,+50 Euros,Baja,Familia,A Pie,Arbres: La volta al món
2272,0-18,Hombre,3.5,Literaria,+50 Euros,Baja,Amigos,A Pie,Contes Blasco Ibañez – Ruta 1
2273,0-18,Mujer,5.5,Turistica,+50 Euros,Baja,Familia,A Pie,Arbres: La volta al món
2274,0-18,Mujer,3.5,Literaria,+50 Euros,Baja,Amigos,A Pie,Contes Blasco Ibañez – Ruta 1
2275,0-18,Hombre,5.5,Literaria,Gratis,Alta,Pareja,A Pie,Trinitat - L'Almodí
2276,0-18,Otro,7.5,Literaria,+50 Euros,Alta,Familia,A Pie,Trinitat - L'Almodí
2277,35-45,Otro,1.5,Patrimonio,+50 Euros,Alta,Pareja,A Pie,Glorieta-Santa Catalina
2278,35-45,Otro,5.5,Literaria,Gratis,Baja,Pareja,Bicicleta,Entre Naranjos
2279,+45,Hombre,3.5,Turistica,+50 Euros,Baja,Solo,Bicicleta,Arbres: La volta al món
2280,35-45,Mujer,7.5,Turistica,1-50 Euros,Baja,Familia,A Pie,Arbres: La volta al món
2281,0-18,Hombre,5.5,Literaria,1-50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
2282,18-35,Otro,3.5,Turistica,+50 Euros,Alta,Familia,Bicicleta,Ruta València amb bicicleta
2283,35-45,Otro,1.5,Historica,Gratis,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
2284,18-35,Mujer,3.5,Historica,+50 Euros,Baja,Amigos,A Pie,Ruta Valencia en la Memòria
2285,18-35,Hombre,5.5,Literaria,1-50 Euros,Baja,Pareja,Bicicleta,Ruta Cultural Anell Ciclista
2286,+45,Mujer,3.5,Literaria,+50 Euros,Baja,Amigos,A Pie,Entre Naranjos
2287,0-18,Hombre,3.5,Historica,1-50 Euros,Baja,Solo,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
2288,0-18,Mujer,3.5,Historica,1-50 Euros,Baja,Familia,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
2289,35-45,Otro,7.5,Historica,+50 Euros,Baja,Amigos,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
2290,0-18,Otro,3.5,Patrimonio,+50 Euros,Baja,Pareja,A Pie,Torres de Quart - Temple
2291,+45,Mujer,1.5,Patrimonio,1-50 Euros,Baja,Familia,A Pie,Sant Agustí - Portal Nou
2292,35-45,Hombre,5.5,Patrimonio,Gratis,Alta,Familia,A Pie,Trinitat - L'Almodí
2293,35-45,Otro,7.5,Patrimonio,+50 Euros,Baja,Solo,Bicicleta,Ruta Carrer Russafa - la Llotja
2294,0-18,Otro,5.5,Turistica,Gratis,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
2295,35-45,Mujer,1.5,Literaria,Gratis,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
2296,0-18,Mujer,1.5,Turistica,Gratis,Baja,Solo,Bicicleta,Arbres: La volta al món
2297,35-45,Otro,7.5,Turistica,Gratis,Baja,Familia,Bicicleta,Arbres: La volta al món
2298,0-18,Mujer,1.5,Literaria,Gratis,Alta,Solo,A Pie,Glorieta-Santa Catalina
2299,35-45,Otro,5.5,Literaria,Gratis,Alta,Amigos,A Pie,Trinitat - L'Almodí
2300,18-35,Mujer,5.5,Turistica,+50 Euros,Alta,Familia,A Pie,Ruta pel Centre Històric
2301,0-18,Mujer,5.5,Turistica,+50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
2302,+45,Otro,5.5,Historica,Gratis,Baja,Familia,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
2303,+45,Hombre,7.5,Literaria,Gratis,Alta,Solo,Bicicleta,Trinitat - L'Almodí
2304,+45,Otro,1.5,Turistica,Gratis,Baja,Pareja,Bicicleta,Arbres: La volta al món
2305,+45,Mujer,1.5,Patrimonio,1-50 Euros,Baja,Amigos,A Pie,Sant Agustí - Portal Nou
2306,0-18,Hombre,7.5,Literaria,1-50 Euros,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
2307,18-35,Mujer,7.5,Patrimonio,+50 Euros,Alta,Familia,A Pie,Sant Agustí – Pont de Fusta
2308,+45,Otro,3.5,Literaria,+50 Euros,Baja,Solo,Bicicleta,Contes Blasco Ibañez – Ruta 1
2309,+45,Otro,5.5,Historica,Gratis,Baja,Familia,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
2310,+45,Mujer,1.5,Patrimonio,+50 Euros,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
2311,+45,Otro,5.5,Patrimonio,1-50 Euros,Baja,Pareja,A Pie,Ruta Carrer Russafa - la Llotja
2312,18-35,Hombre,1.5,Literaria,Gratis,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
2313,+45,Hombre,1.5,Turistica,+50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
2314,18-35,Hombre,1.5,Turistica,1-50 Euros,Baja,Amigos,A Pie,Arbres: Un passeig per l’Albereda
2315,18-35,Mujer,7.5,Literaria,1-50 Euros,Alta,Familia,Bicicleta,Ruta València amb bicicleta
2316,35-45,Hombre,7.5,Turistica,Gratis,Baja,Familia,Bicicleta,Arbres: La volta al món
2317,18-35,Otro,5.5,Turistica,+50 Euros,Baja,Pareja,A Pie,Arbres: Un viatge pel Mediterrani
2318,35-45,Otro,5.5,Turistica,Gratis,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
2319,+45,Hombre,3.5,Historica,+50 Euros,Alta,Pareja,A Pie,Glorieta-Santa Catalina
2320,0-18,Hombre,1.5,Literaria,Gratis,Baja,Familia,A Pie,Contes Blasco Ibañez – Ruta 1
2321,0-18,Mujer,7.5,Historica,+50 Euros,Alta,Amigos,A Pie,Trinitat - L'Almodí
2322,0-18,Mujer,1.5,Turistica,+50 Euros,Alta,Amigos,A Pie,Trinitat - L'Almodí
2323,+45,Hombre,7.5,Turistica,Gratis,Baja,Amigos,A Pie,Arbres: La volta al món
2324,0-18,Hombre,3.5,Patrimonio,Gratis,Baja,Amigos,Bicicleta,Torres de Quart - Temple
2325,+45,Mujer,5.5,Turistica,1-50 Euros,Baja,Solo,Bicicleta,Arbres: La volta al món
2326,0-18,Hombre,5.5,Patrimonio,Gratis,Baja,Amigos,Bicicleta,Ruta Carrer Russafa - la Llotja
2327,35-45,Hombre,5.5,Turistica,Gratis,Baja,Amigos,A Pie,Arbres: La volta al món
2328,+45,Otro,3.5,Literaria,Gratis,Alta,Solo,A Pie,Glorieta-Santa Catalina
2329,+45,Mujer,1.5,Historica,1-50 Euros,Alta,Solo,A Pie,Glorieta-Santa Catalina
2330,18-35,Otro,7.5,Patrimonio,Gratis,Baja,Pareja,A Pie,Serrans - Palau de la Generalitat
2331,+45,Mujer,5.5,Literaria,+50 Euros,Alta,Amigos,A Pie,Glorieta-Santa Catalina
2332,+45,Otro,3.5,Turistica,+50 Euros,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
2333,+45,Mujer,5.5,Literaria,Gratis,Baja,Pareja,A Pie,Contes Blasco Ibañez – Ruta 1
2334,18-35,Hombre,1.5,Turistica,1-50 Euros,Baja,Pareja,A Pie,Arbres: Els indians
2335,0-18,Mujer,7.5,Literaria,1-50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
2336,35-45,Hombre,3.5,Patrimonio,1-50 Euros,Baja,Familia,A Pie,Torres de Quart - Temple
2337,18-35,Otro,5.5,Literaria,+50 Euros,Baja,Familia,A Pie,Contes Blasco Ibañez – Ruta 2
2338,35-45,Otro,3.5,Literaria,+50 Euros,Baja,Familia,Bicicleta,Entre Naranjos
2339,18-35,Hombre,7.5,Historica,Gratis,Alta,Solo,Bicicleta,Ruta València amb bicicleta
2340,+45,Hombre,3.5,Turistica,Gratis,Alta,Amigos,A Pie,Glorieta-Santa Catalina
2341,0-18,Otro,3.5,Historica,+50 Euros,Baja,Pareja,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
2342,18-35,Hombre,1.5,Literaria,1-50 Euros,Baja,Solo,A Pie,Contes Blasco Ibañez – Ruta 2
2343,+45,Hombre,7.5,Patrimonio,Gratis,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
2344,0-18,Hombre,3.5,Historica,1-50 Euros,Baja,Amigos,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
2345,18-35,Otro,7.5,Historica,1-50 Euros,Baja,Solo,A Pie,Ruta Valencia en la Memòria
2346,18-35,Hombre,1.5,Historica,+50 Euros,Baja,Familia,A Pie,Ruta Valencia en la Memòria
2347,0-18,Otro,1.5,Turistica,1-50 Euros,Alta,Amigos,A Pie,Trinitat - L'Almodí
2348,18-35,Mujer,3.5,Patrimonio,Gratis,Baja,Pareja,Bicicleta,Arbres monumentals i singulars
2349,0-18,Otro,7.5,Historica,+50 Euros,Baja,Solo,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
2350,0-18,Mujer,5.5,Historica,1-50 Euros,Baja,Pareja,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
2351,18-35,Hombre,5.5,Historica,+50 Euros,Baja,Amigos,A Pie,Ruta Valencia en la Memòria
2352,18-35,Mujer,3.5,Literaria,Gratis,Alta,Solo,A Pie,No hay ruta
2353,35-45,Mujer,5.5,Patrimonio,Gratis,Alta,Solo,Bicicleta,Trinitat - L'Almodí
2354,18-35,Otro,3.5,Patrimonio,1-50 Euros,Baja,Amigos,Bicicleta,Arbres monumentals i singulars
2355,+45,Otro,3.5,Turistica,1-50 Euros,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
2356,35-45,Otro,5.5,Patrimonio,+50 Euros,Alta,Amigos,A Pie,Trinitat - L'Almodí
2357,18-35,Hombre,1.5,Historica,+50 Euros,Baja,Solo,A Pie,Ruta Valencia en la Memòria
2358,+45,Mujer,5.5,Literaria,1-50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
2359,35-45,Hombre,7.5,Patrimonio,1-50 Euros,Baja,Amigos,Bicicleta,Ruta Carrer Russafa - la Llotja
2360,18-35,Mujer,5.5,Patrimonio,1-50 Euros,Baja,Familia,A Pie,Serrans - Palau de la Generalitat
2361,18-35,Hombre,7.5,Turistica,1-50 Euros,Alta,Familia,Bicicleta,Ruta València amb bicicleta
2362,35-45,Hombre,7.5,Turistica,1-50 Euros,Alta,Familia,A Pie,Glorieta-Santa Catalina
2363,+45,Hombre,5.5,Historica,1-50 Euros,Baja,Amigos,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
2364,+45,Hombre,3.5,Patrimonio,+50 Euros,Baja,Amigos,A Pie,Torres de Quart - Temple
2365,18-35,Hombre,1.5,Turistica,1-50 Euros,Baja,Solo,A Pie,Arbres: Un viatge pel Mediterrani
2366,35-45,Otro,1.5,Turistica,Gratis,Alta,Amigos,A Pie,Glorieta-Santa Catalina
2367,+45,Mujer,1.5,Literaria,+50 Euros,Baja,Familia,Bicicleta,Contes Blasco Ibañez – Ruta 1
2368,0-18,Otro,3.5,Literaria,1-50 Euros,Alta,Amigos,A Pie,Glorieta-Santa Catalina
2369,0-18,Otro,1.5,Literaria,+50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
2370,18-35,Hombre,1.5,Turistica,Gratis,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
2371,+45,Mujer,7.5,Historica,Gratis,Baja,Solo,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
2372,35-45,Mujer,7.5,Patrimonio,+50 Euros,Baja,Solo,Bicicleta,Ruta Carrer Russafa - la Llotja
2373,+45,Hombre,7.5,Literaria,Gratis,Alta,Solo,Bicicleta,Trinitat - L'Almodí
2374,+45,Otro,1.5,Patrimonio,1-50 Euros,Baja,Pareja,A Pie,Sant Agustí - Portal Nou
2375,+45,Mujer,7.5,Literaria,Gratis,Baja,Pareja,A Pie,Entre Naranjos
2376,0-18,Mujer,3.5,Literaria,+50 Euros,Baja,Familia,A Pie,Contes Blasco Ibañez – Ruta 1
2377,35-45,Otro,7.5,Patrimonio,+50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
2378,0-18,Hombre,1.5,Historica,1-50 Euros,Baja,Solo,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
2379,35-45,Mujer,1.5,Literaria,+50 Euros,Alta,Amigos,A Pie,Glorieta-Santa Catalina
2380,+45,Hombre,5.5,Literaria,+50 Euros,Baja,Solo,A Pie,Contes Blasco Ibañez – Ruta 1
2381,18-35,Hombre,5.5,Turistica,Gratis,Alta,Pareja,A Pie,Ruta pel Centre Històric
2382,0-18,Otro,5.5,Literaria,Gratis,Alta,Solo,A Pie,Trinitat - L'Almodí
2383,18-35,Otro,3.5,Literaria,Gratis,Baja,Familia,Bicicleta,Arbres monumentals i singulars
2384,0-18,Mujer,5.5,Patrimonio,1-50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
2385,18-35,Otro,3.5,Turistica,Gratis,Alta,Solo,Bicicleta,Ruta València amb bicicleta
2386,18-35,Hombre,3.5,Patrimonio,Gratis,Baja,Pareja,A Pie,Serrans - Palau de la Generalitat
2387,18-35,Otro,7.5,Historica,Gratis,Alta,Amigos,A Pie,Ruta de la Seda
2388,0-18,Hombre,1.5,Turistica,+50 Euros,Baja,Amigos,A Pie,Arbres: La volta al món
2389,18-35,Mujer,7.5,Patrimonio,Gratis,Baja,Familia,Bicicleta,Ruta Cultural Anell Ciclista
2390,+45,Mujer,5.5,Turistica,+50 Euros,Baja,Familia,Bicicleta,Arbres: La volta al món
2391,0-18,Mujer,5.5,Turistica,1-50 Euros,Baja,Pareja,A Pie,Arbres: La volta al món
2392,18-35,Mujer,3.5,Literaria,Gratis,Alta,Pareja,Bicicleta,Ruta València amb bicicleta
2393,18-35,Hombre,5.5,Patrimonio,1-50 Euros,Alta,Solo,A Pie,Sant Agustí – Pont de Fusta
2394,18-35,Hombre,5.5,Historica,Gratis,Baja,Familia,A Pie,Ruta Valencia en la Memòria
2395,+45,Hombre,3.5,Literaria,+50 Euros,Baja,Pareja,Bicicleta,Contes Blasco Ibañez – Ruta 1
2396,18-35,Otro,7.5,Literaria,+50 Euros,Alta,Familia,A Pie,No hay ruta
2397,0-18,Otro,7.5,Patrimonio,Gratis,Baja,Amigos,Bicicleta,Ruta Carrer Russafa - la Llotja
2398,35-45,Hombre,5.5,Patrimonio,1-50 Euros,Baja,Pareja,Bicicleta,Ruta Carrer Russafa - la Llotja
2399,+45,Hombre,5.5,Literaria,+50 Euros,Baja,Familia,A Pie,Contes Blasco Ibañez – Ruta 1
2400,35-45,Otro,1.5,Literaria,+50 Euros,Baja,Amigos,Bicicleta,Contes Blasco Ibañez – Ruta 1
2401,+45,Hombre,1.5,Literaria,Gratis,Baja,Solo,A Pie,Entre Naranjos
2402,+45,Hombre,7.5,Historica,+50 Euros,Baja,Pareja,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
2403,35-45,Mujer,5.5,Turistica,Gratis,Alta,Amigos,A Pie,Trinitat - L'Almodí
2404,18-35,Mujer,5.5,Historica,1-50 Euros,Alta,Solo,Bicicleta,Ruta València amb bicicleta
2405,35-45,Mujer,7.5,Turistica,Gratis,Baja,Amigos,Bicicleta,Arbres: La volta al món
2406,18-35,Mujer,5.5,Historica,Gratis,Baja,Amigos,A Pie,Ruta Valencia en la Memòria
2407,0-18,Otro,5.5,Turistica,+50 Euros,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
2408,18-35,Mujer,7.5,Historica,Gratis,Baja,Amigos,A Pie,Ruta Valencia en la Memòria
2409,+45,Hombre,1.5,Turistica,+50 Euros,Baja,Solo,A Pie,Arbres: La volta al món
2410,0-18,Otro,1.5,Literaria,+50 Euros,Alta,Amigos,A Pie,Glorieta-Santa Catalina
2411,35-45,Otro,5.5,Patrimonio,1-50 Euros,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
2412,18-35,Otro,3.5,Literaria,1-50 Euros,Alta,Pareja,Bicicleta,Ruta València amb bicicleta
2413,18-35,Otro,1.5,Patrimonio,Gratis,Baja,Amigos,Bicicleta,Arbres monumentals i singulars
2414,0-18,Mujer,7.5,Patrimonio,Gratis,Alta,Amigos,A Pie,Glorieta-Santa Catalina
2415,+45,Otro,5.5,Patrimonio,1-50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
2416,18-35,Otro,3.5,Literaria,1-50 Euros,Alta,Amigos,A Pie,No hay ruta
2417,+45,Hombre,7.5,Literaria,+50 Euros,Alta,Pareja,A Pie,Glorieta-Santa Catalina
2418,18-35,Mujer,3.5,Historica,1-50 Euros,Alta,Amigos,A Pie,Ruta recinte enmurallat d'època islàmica
2419,+45,Hombre,3.5,Turistica,+50 Euros,Baja,Familia,A Pie,Arbres: La volta al món
2420,+45,Otro,7.5,Patrimonio,1-50 Euros,Baja,Amigos,A Pie,Ruta Carrer Russafa - la Llotja
2421,+45,Hombre,3.5,Historica,+50 Euros,Baja,Pareja,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
2422,18-35,Mujer,7.5,Literaria,1-50 Euros,Baja,Solo,Bicicleta,Arbres monumentals i singulars
2423,+45,Otro,7.5,Literaria,1-50 Euros,Baja,Solo,A Pie,Entre Naranjos
2424,0-18,Mujer,3.5,Literaria,1-50 Euros,Baja,Solo,Bicicleta,Contes Blasco Ibañez – Ruta 1
2425,0-18,Otro,5.5,Literaria,1-50 Euros,Alta,Pareja,A Pie,Trinitat - L'Almodí
2426,0-18,Hombre,3.5,Historica,1-50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
2427,18-35,Mujer,3.5,Turistica,1-50 Euros,Alta,Pareja,A Pie,Ruta pel Centre Històric
2428,+45,Otro,5.5,Historica,1-50 Euros,Baja,Amigos,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
2429,+45,Otro,1.5,Literaria,Gratis,Baja,Amigos,A Pie,Contes Blasco Ibañez – Ruta 1
2430,+45,Otro,5.5,Patrimonio,+50 Euros,Baja,Pareja,A Pie,Ruta Carrer Russafa - la Llotja
2431,+45,Mujer,1.5,Historica,+50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
2432,35-45,Mujer,1.5,Patrimonio,1-50 Euros,Baja,Solo,Bicicleta,Sant Agustí - Portal Nou
2433,35-45,Mujer,5.5,Turistica,1-50 Euros,Baja,Familia,Bicicleta,Arbres: La volta al món
2434,35-45,Otro,5.5,Historica,+50 Euros,Baja,Familia,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
2435,0-18,Mujer,1.5,Literaria,1-50 Euros,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
2436,35-45,Mujer,5.5,Turistica,+50 Euros,Baja,Pareja,A Pie,Arbres: La volta al món
2437,18-35,Hombre,1.5,Literaria,+50 Euros,Baja,Amigos,Bicicleta,Arbres monumentals i singulars
2438,+45,Otro,1.5,Historica,+50 Euros,Baja,Amigos,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
2439,+45,Otro,5.5,Turistica,+50 Euros,Baja,Amigos,A Pie,Arbres: La volta al món
2440,18-35,Otro,1.5,Patrimonio,Gratis,Baja,Familia,Bicicleta,Ruta Cultural Anell Ciclista
2441,18-35,Mujer,7.5,Historica,1-50 Euros,Baja,Solo,Bicicleta,Ruta Cultural Anell Ciclista
2442,35-45,Mujer,3.5,Literaria,+50 Euros,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
2443,+45,Mujer,3.5,Literaria,+50 Euros,Alta,Solo,A Pie,Glorieta-Santa Catalina
2444,+45,Hombre,7.5,Patrimonio,Gratis,Baja,Solo,A Pie,Ruta Carrer Russafa - la Llotja
2445,18-35,Hombre,5.5,Literaria,+50 Euros,Alta,Solo,Bicicleta,Ruta València amb bicicleta
2446,35-45,Otro,1.5,Patrimonio,Gratis,Alta,Solo,A Pie,Trinitat - L'Almodí
2447,18-35,Mujer,5.5,Historica,Gratis,Baja,Pareja,A Pie,Ruta Valencia en la Memòria
2448,+45,Otro,3.5,Historica,Gratis,Alta,Familia,A Pie,Glorieta-Santa Catalina
2449,0-18,Otro,5.5,Historica,+50 Euros,Baja,Pareja,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
2450,18-35,Hombre,7.5,Historica,Gratis,Baja,Amigos,Bicicleta,Arbres monumentals i singulars
2451,35-45,Hombre,1.5,Turistica,1-50 Euros,Baja,Familia,Bicicleta,Arbres: La volta al món
2452,35-45,Hombre,7.5,Literaria,Gratis,Baja,Pareja,A Pie,Contes Blasco Ibañez – Ruta 1
2453,+45,Mujer,3.5,Turistica,Gratis,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
2454,0-18,Otro,7.5,Patrimonio,1-50 Euros,Alta,Familia,A Pie,Trinitat - L'Almodí
2455,0-18,Otro,1.5,Turistica,+50 Euros,Baja,Pareja,Bicicleta,Arbres: La volta al món
2456,0-18,Mujer,1.5,Historica,1-50 Euros,Baja,Familia,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
2457,18-35,Otro,1.5,Literaria,+50 Euros,Alta,Pareja,Bicicleta,Ruta València amb bicicleta
2458,35-45,Otro,1.5,Historica,+50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
2459,35-45,Hombre,7.5,Literaria,1-50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
2460,35-45,Mujer,1.5,Historica,+50 Euros,Alta,Amigos,A Pie,Trinitat - L'Almodí
2461,0-18,Mujer,5.5,Patrimonio,1-50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
2462,18-35,Mujer,5.5,Literaria,Gratis,Baja,Pareja,A Pie,Contes Blasco Ibañez – Ruta 2
2463,35-45,Mujer,3.5,Historica,Gratis,Baja,Pareja,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
2464,35-45,Mujer,5.5,Patrimonio,Gratis,Baja,Amigos,A Pie,Ruta Carrer Russafa - la Llotja
2465,0-18,Mujer,7.5,Turistica,Gratis,Baja,Familia,A Pie,Arbres: La volta al món
